,Seatpost LENGTH,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,std,htd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,BB length,Wheel cut,BELTorCHAIN,Number of cogs,Number of chainrings,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,Down tube type OHCLASS: 0,Down tube type OHCLASS: 1,Down tube type OHCLASS: 2,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
1917,300.0,375.0,0.0,463.77838,69.0,104.5,60.0,307.0,70.0,589.7782,45.0,40.0,35.0,35.0,22.525,30.2,45.0,20.0,15.0,9.0,30.6,44.3,44.6,330.0,300.0,16.0,18.0,0.0,0.0,135.0,7.3605437,2.3727639,3.919335,3.4765525,3.2489173,4.0168295,2.5930235,670.0,111.0,670.0,111.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,230.0,380.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2406,300.0,400.0,70.0,512.7691,73.0,100.0,45.0,547.3,74.0,662.8863,0.0,40.0,33.0,48.0,20.45,30.2,45.0,15.0,15.0,9.0,29.9,27.3,53.6,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.5535936,1.4820025,1.7304729,0.88466966,1.2993505,1.3297731,1.576947,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,0.0,153.0,153.0,1.0,1.0,80.0,80.0,275.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2522,300.0,405.0,70.0,553.8064,74.0,100.6,75.0,513.4,75.0,660.93384,45.0,40.0,31.8,54.9,20.45,30.2,45.0,15.0,15.0,9.0,38.9,47.4,55.4,330.0,350.0,16.0,18.0,0.0,0.0,120.0,0.7334026,0.6155418,0.41276512,0.5917189,0.5783792,0.70038885,0.7132204,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,275.0,718.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1754,300.0,405.0,70.0,573.3292,71.5,140.7,45.0,543.2,74.5,642.3583,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,36.7,63.2,47.2,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.3684616,0.82430863,0.978669,1.2938174,1.7828829,0.644175,1.2601296,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,723.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2056,300.0,420.0,68.0,587.7087,73.5,140.0,45.0,560.0,73.0,649.7888,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,36.3,47.4,50.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.4484851,1.1425174,1.1533604,1.5847421,1.0807217,0.88895845,2.025164,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,0.0,51.0,204.0,1.0,1.0,80.0,80.0,278.0,670.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3611,300.0,405.0,70.0,583.2359,73.0,132.2,45.0,515.8,77.3,639.56165,50.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,29.5,49.8,50.9,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.9123525,0.59904385,0.7997904,0.716551,0.80009335,0.4736486,0.7189406,676.0,54.0,676.0,54.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,275.0,694.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2739,330.0,405.0,68.0,605.5833,73.0,175.0,45.0,520.0,73.0,654.3138,43.0,40.0,31.8,54.9,21.125,31.8,45.0,16.4,15.0,11.2,29.4,28.7,55.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.7707642,1.2209262,0.8235116,1.0261922,1.0846266,0.52129674,0.738065,674.0,52.0,674.0,52.0,68.0,692.0,1.0,9.0,1.0,0.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,790.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3422,300.0,425.0,69.0,606.7477,72.0,160.3,110.0,560.0,73.5,662.8599,45.0,40.0,26.8,43.25,20.45,31.8,50.0,13.75,15.0,9.0,31.0,42.1,45.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.1251822,0.94028586,2.253187,0.9334394,2.2774823,1.736036,2.1257362,674.0,52.0,674.0,52.0,68.0,692.0,1.0,10.0,1.0,255.0,117.0,23.0,1.0,1.0,80.0,80.0,298.0,750.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3520,250.0,497.0,55.0,545.6115,68.0,112.0,15.0,552.4,68.0,633.5468,60.0,40.0,25.4,28.6,24.775,28.6,34.0,17.0,15.0,9.0,28.7,12.4,29.7,330.0,365.0,16.0,18.0,1.0,1.0,120.0,1.1990762,1.24503,1.4308618,0.9433034,0.78023463,1.5447356,0.9047676,685.0,50.0,685.0,50.0,68.0,692.0,1.0,2.0,0.0,149.0,15.0,3.0,1.0,1.0,80.0,80.0,298.0,704.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3508,330.0,389.94,50.0,539.86237,74.0,109.7,45.0,595.0,74.00088,638.3302,45.0,40.0,28.0,32.0,20.45,32.0,32.0,15.5,15.0,9.0,31.0,40.0,43.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,4.187786,1.2934626,2.7554111,1.6010424,2.1363149,2.7417905,1.6777067,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2667,330.0,405.0,70.0,592.62585,72.5,146.8,45.0,515.2,74.0,653.42883,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,29.2,49.2,48.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,6.48978,1.4601542,4.6829796,1.746738,2.5119026,1.3923134,1.2206701,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,0.0,204.0,0.0,1.0,1.0,80.0,80.0,270.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4682,400.0,420.0,60.0,553.76526,71.0,110.0,50.0,540.0,74.0,721.9713,50.0,51.0,34.9,42.0,20.45,34.9,56.0,15.0,15.0,9.0,36.0,43.4,47.0,330.0,350.0,16.0,18.0,1.0,1.0,142.0,3.654498,0.8451715,1.2427744,1.9688003,2.6221042,2.716097,1.3977752,702.0,80.0,702.0,80.0,68.0,692.0,1.0,11.0,0.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,790.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3271,300.0,395.0,67.0,616.79395,78.0,180.0,20.0,615.1,75.0,660.2442,30.0,40.0,25.4,28.6,17.825,28.6,31.8,14.25,15.0,9.0,26.4,15.1,37.8,330.0,350.0,16.0,18.0,0.0,0.0,120.0,1.2718556,0.7617958,0.760462,0.5534653,1.1288701,0.9956515,0.73243636,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,153.0,51.0,3.0,1.0,40.0,80.0,278.0,780.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1764,300.0,420.0,60.0,581.5283,73.0,125.2,60.0,580.0,73.5,661.85095,45.0,40.0,35.0,44.0,20.45,35.0,45.0,15.75,15.0,9.0,40.2,40.0,55.7,330.0,350.0,16.0,18.0,1.0,0.0,120.0,1.3983052,0.82909757,0.82428443,0.32516795,0.7424859,0.6823624,0.44685203,680.0,58.0,680.0,58.0,68.0,692.0,1.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,275.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3996,250.0,515.0,50.0,590.1051,68.0,131.0,10.0,560.0,69.0,671.25604,80.0,46.3,25.4,28.6,17.725,28.6,31.4,14.875,14.0,7.0,30.8,15.5,34.5,330.0,350.0,15.0,15.0,1.0,1.0,120.0,1.6025238,1.3730989,1.2638226,0.6539181,1.2427515,1.0582774,1.2340511,725.0,90.0,725.0,90.0,90.0,692.0,1.0,2.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,295.0,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1177,300.0,405.0,69.0,582.6385,72.5,146.8,120.0,588.1,73.0,638.58813,50.0,40.0,38.1,48.1,17.025,34.9,45.0,14.25,15.0,9.0,20.0,48.1,49.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.3041118,0.9700949,1.7599148,1.9010072,0.7317418,0.60833955,0.9549885,670.0,48.0,670.0,48.0,60.0,692.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,299.0,755.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
546,300.0,405.0,78.0,593.8375,72.5,132.7,40.0,580.0,74.0,659.32153,46.0,38.1,25.4,28.6,17.35,28.6,31.7,12.25,15.0,10.6,28.3,19.1,35.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,0.49258825,0.14843169,0.34834397,0.3232712,0.5331723,0.25317603,0.22078973,685.0,52.0,674.0,63.0,68.0,692.0,1.0,9.0,1.0,0.0,102.0,204.0,1.0,1.0,80.0,80.0,278.0,730.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1616,100.0,1000.0,170.5,751.7918,59.0,200.0,55.0,480.0,80.0,678.93164,45.0,40.0,25.0,25.0,20.45,31.8,45.0,15.0,15.0,9.0,36.6,56.6,49.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,3.3588603,1.1414512,2.072494,1.042155,1.4952445,0.98602146,1.2695855,670.0,104.0,611.0,111.0,68.0,692.0,1.0,0.0,0.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,850.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1586,300.0,382.0,50.05,580.41656,77.0,168.0,45.0,586.5,76.0,636.9492,20.0,40.0,29.0,29.0,18.525,26.5,34.0,13.5,15.0,9.0,28.8,26.5,37.6,330.0,350.0,16.0,18.0,0.0,0.0,120.0,1.8493853,0.7199285,0.53325063,0.5902312,0.3802712,0.6815426,1.0809138,674.0,49.0,674.0,49.0,68.0,692.0,1.0,0.0,0.0,102.0,0.0,102.0,1.0,1.0,80.0,80.0,270.0,750.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3809,330.0,405.0,47.0,587.26874,72.0,177.7,45.0,605.0,74.0,634.56396,35.0,40.0,31.8,36.5,20.45,27.2,45.0,15.0,15.0,9.0,28.9,55.0,48.9,330.0,350.0,16.0,18.0,1.0,1.0,120.0,1.1913042,0.37886867,1.3263104,1.2182167,0.83014005,1.2364478,0.5107371,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,0.0,1.0,1.0,80.0,80.0,300.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2434,300.0,408.0,11.537351,504.90225,69.5774,93.0,45.0,375.2,69.5774,629.6749,45.0,40.0,42.0,48.5,21.025,30.2,45.0,21.25,15.0,9.0,27.1,40.2,45.7,330.0,300.0,16.0,18.0,0.0,0.0,130.0,3.3468037,2.4250019,2.2786787,2.1750882,2.5571964,2.6708448,2.1566954,670.0,111.0,670.0,111.0,68.0,692.0,1.0,0.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,450.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1474,300.0,378.2,51.0,602.9696,78.0,187.2,45.0,609.5,79.0,674.4755,16.0,40.0,45.0,57.5,21.2,33.8,43.0,16.25,15.0,9.0,32.6,34.5,53.9,330.0,300.0,16.0,18.0,0.0,0.0,120.0,1.4366698,0.75735533,0.4530368,0.8422606,0.47342187,0.61139673,0.87199837,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,153.0,255.0,153.0,1.0,1.0,80.0,80.0,278.0,760.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2745,330.0,475.0,80.0,700.4896,72.0,175.8,45.0,635.0,72.0,742.5957,45.0,40.0,31.8,54.9,20.45,31.8,31.8,15.0,15.0,9.0,38.7,63.5,52.7,330.0,350.0,16.0,18.0,1.0,1.0,135.0,4.8119817,3.971584,4.8240776,2.2051528,3.2355242,2.7790625,2.1262255,780.0,158.0,780.0,158.0,68.0,692.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,800.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2935,491.0,400.0,42.0,525.95374,65.0,106.0,45.0,406.0,71.0,687.4865,45.0,40.0,35.0,45.0,20.45,31.8,57.0,15.0,15.0,9.0,24.6,54.1,52.1,330.0,350.0,16.0,18.0,1.0,1.0,135.0,2.139277,1.1876434,0.7696261,0.9763092,0.72147834,1.3214612,1.0513774,700.0,116.0,700.0,116.0,73.0,692.0,1.0,10.0,0.0,255.0,153.0,0.0,1.0,1.0,80.0,80.0,275.0,685.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
256,330.0,439.0,53.0,537.3101,71.0,130.0,45.0,546.0,73.0,678.07605,50.0,40.0,33.0,40.0,20.0,31.8,45.0,17.8,15.0,8.0,26.1,50.4,43.7,330.0,350.0,16.0,18.0,0.0,0.0,135.0,6.6054797,2.0712166,1.4849598,2.6384327,2.6755223,4.3862653,2.149487,736.0,114.0,736.0,114.0,68.0,692.0,1.0,8.0,2.0,0.0,153.0,255.0,1.0,1.0,80.0,80.0,278.0,830.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1230,25.0,355.0,0.0,425.00363,70.0,115.0,40.0,259.0,67.0,529.9551,20.0,40.0,29.0,35.0,20.0,30.0,45.0,15.5,15.0,9.0,28.5,29.0,38.5,330.0,300.0,16.0,18.0,0.0,0.0,120.0,8.737637,3.240438,3.2056558,3.251031,2.0455573,5.431228,4.771163,540.0,120.0,540.0,120.0,68.0,692.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,250.0,340.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4645,457.0,436.0,49.04451,548.11816,63.04888,120.0,65.0,480.0,74.04888,776.5777,45.0,40.0,34.9,36.5,19.775,31.8,50.0,15.5,15.0,9.0,30.0,55.0,50.0,330.0,300.0,16.0,18.0,0.0,1.0,135.0,2.0744953,1.0266881,1.5576019,0.63447165,1.3741293,1.4900349,0.8883086,745.0,123.0,745.0,123.0,73.0,692.0,1.0,0.0,0.0,204.0,0.0,0.0,1.0,1.0,80.0,80.0,280.0,790.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1059,300.0,447.0,60.0,616.22003,71.5,180.0,45.0,534.0,73.5,676.5275,50.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,34.9,54.0,47.2,330.0,300.0,16.0,18.0,0.0,0.0,135.0,0.9774324,1.5752516,0.8243367,0.49067318,0.67995465,1.2298201,1.3824086,685.0,63.0,685.0,63.0,68.0,692.0,1.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,270.0,740.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1783,300.0,375.0,5.5,606.6935,73.0,187.3,60.0,608.4,74.0,620.471,55.0,38.1,25.0,31.8,17.5,31.8,31.8,14.7125,5.0,30.0,27.8,38.4,42.5,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.967369,1.1268264,0.93625486,0.80319023,0.81484014,0.43322757,0.5278725,670.0,104.0,611.0,111.0,68.0,692.0,1.0,4.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,830.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4770,300.0,432.0,63.0,549.263,62.0,110.1,147.1,415.0,72.5,655.0248,45.0,40.0,41.8,41.5,18.175,45.7,50.0,18.5,15.0,9.0,30.1,58.0,42.6,330.0,350.0,10.0,18.0,0.0,0.0,142.0,1.035585,0.5537192,0.7074825,0.7071809,0.79672927,0.4721569,0.4294641,670.0,111.0,670.0,111.0,73.0,692.0,1.0,7.0,0.0,0.0,153.0,51.0,1.0,1.0,80.0,80.0,260.0,504.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
859,330.0,445.0,73.0,617.38153,73.0,160.8,45.0,578.8,72.0,644.78107,62.0,40.0,25.4,28.6,19.75,28.6,31.8,16.4,15.0,10.1,35.4,23.8,33.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,3.5938733,1.4018115,1.545738,1.0843719,2.0302107,1.8507903,1.1355017,686.0,64.0,686.0,64.0,68.0,692.0,1.0,0.0,0.0,0.0,204.0,255.0,1.0,1.0,80.0,80.0,280.0,712.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4208,330.0,425.0,60.0,644.1199,69.0,150.0,100.0,460.0,72.0,730.4122,51.0,40.0,31.0,36.5,20.45,35.0,45.0,15.0,15.0,9.0,28.3,100.0,41.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.8683224,0.75086284,1.0398374,1.2313648,1.1850508,2.5679133,1.6341426,750.0,128.0,750.0,128.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3666,330.0,405.1,73.0,591.9463,73.0,139.9,34.0,584.8,74.0,649.04156,45.0,40.0,29.0,32.2,20.45,29.0,34.2,15.0,15.0,9.0,25.7,64.8,35.9,330.0,350.0,16.0,18.0,1.0,1.0,130.0,8.166056,3.038482,4.738548,2.8496332,4.824404,3.1658847,3.289621,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,731.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4214,300.0,440.0,70.007286,627.77954,73.0,160.0,95.0,530.0,73.0,686.003,45.0,38.0,40.0,50.0,21.0,40.0,50.0,17.5,15.0,9.0,32.4,53.2,58.4,330.0,350.0,16.0,18.0,1.0,1.0,135.0,1.3678766,1.0973015,1.1580458,0.7639382,0.8047139,1.661926,0.7260745,680.5,96.5,680.5,96.5,73.0,692.0,1.0,10.0,1.0,0.0,153.0,0.0,1.0,1.0,80.0,80.0,278.0,736.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1433,230.0,385.0,55.0,588.6429,75.5,170.0,35.0,587.7,75.0,633.96796,29.0,40.0,28.0,28.0,20.45,28.0,32.0,15.0,15.0,9.0,25.6,17.7,32.7,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2.4676166,1.1957514,0.5556409,0.8526487,1.2307023,1.2844044,2.0545864,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,759.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
596,350.0,395.0,55.0,608.46893,73.0,180.0,45.0,520.0,73.0,632.3873,45.0,40.0,31.8,31.6,20.45,30.2,45.0,15.0,15.0,9.0,34.6,20.0,49.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.3592681,0.56070316,0.8225003,0.3395273,0.4831837,1.2665057,0.9180196,670.0,111.0,670.0,111.0,68.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,260.0,700.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
693,300.0,433.65,77.5,600.7442,73.0,145.0,45.0,528.2,73.0,654.1457,44.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,50.0,48.2,50.3,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.6452569,1.3228631,0.72925925,0.69444966,1.5449331,1.3395927,0.5951572,689.0,67.0,689.0,67.0,68.0,692.0,1.0,8.0,1.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
