id,main-event,location,zone,light-conditions,weather-conditions,vehicles-density
clgr0y77c9oeu086sdkljficu,near-collision,main-road,urban,night,clear-sky,high
clgr0y77e4gg9076l9am04v0b,near-collision,main-road,urban,night,clear-sky,medium
clgr0y77e4mrm078pdz95dyr6,near-collision,highway,unknown,night,clear-sky,medium
clgr0y77e5kp7078hcvmy9y6b,near-collision,main-road,urban,night,clear-sky,high
clgr0y77d4mqq078p3rssdbpl,near-collision,main-road,urban,night,clear-sky,high
clgr0y77d5cvu07963hlcaq37,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y77d9lpq076za6a1322z,near-collision,main-road,urban,night,clear-sky,high
clgr0y77e5cx607964jhihadk,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhnv5aj8076ofjx48xt0,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhnw0zp7078oaes23r66,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhnw72bu078sajdc09na,near-collision,main-road,suburbs,daylight,cloudy,low
clgr0yhnw9fj9077t53l3dd5d,near-collision,main-road,urban,night,clear-sky,high
clgr0yhnw9gma07864p96d193,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0yhnv9e6607a9ax149d32,near-collision,main-road,rural,night,clear-sky,low
clgr0yhnv9gj207869anmexqs,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0yhnw2b3607aa75dp9cub,near-collision,main-road,suburbs,night,rain,low
clgr0yhnw4qqq078p848d7bqt,collision,main-road,urban,night,clear-sky,low
clgr0yhnw50cg075scb36eqrc,collision,main-road,urban,daylight,cloudy,high
clgr0yhnw5ajg076o733a757p,collision,main-road,urban,night,clear-sky,high
clgr0yhnw9gmy078647ny1m9g,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhnx1bpn0790dujk4bd8,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhnx24pq07750u9ahaqc,near-collision,main-road,urban,night,clear-sky,high
clgr0yhnx2b4m07aa7d6y8ndv,near-collision,main-road,suburbs,night,clear-sky,high
clgr0yhnx2b5a07aa5dtkbz91,near-collision,main-road,urban,night,clear-sky,high
clgr0yhnw4qqa078p7zdffio1,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhnw9fhl077tak3seepz,near-collision,main-road,urban,night,clear-sky,high
cljewyyzo25i607472tly8ol8,collision,main-road,urban,night,cloudy,high
cljewyyzq2grv077ngr3o0etc,collision,main-road,urban,daylight,clear-sky,low
cljewyyzr2gub077n3o66aps9,near-collision,main-road,urban,night,clear-sky,high
cljewyyzr2guj077n5d5u64ao,collision,main-road,urban,night,clear-sky,high
cljewyyzr2gur077n7cgyao6k,near-collision,highway,urban,night,clear-sky,high
clgr0xb6q8vu3086s0sfy20s5,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xb6q8vuz086sdgrhgbwc,near-collision,main-road,urban,night,rain,low
clgr0xb6r0q47078oaf6f2spv,near-collision,main-road,urban,night,rain,medium
clgr0xb6r3s21076l3q03ftz9,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb6r6a1y078s60c459du,near-collision,main-road,urban,night,clear-sky,high
clgr0xb6s0q57078oeomx5aw1,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb6t3zd6078p2tbq2lvu,near-collision,main-road,urban,daylight,rain,high
clgr0xb6t4vtr078h90gkhhye,collision,alley,urban,daylight,clear-sky,low
clgr0xb6t6a5e078sb2gverth,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb6r8vwr086s6ofwdkmh,near-collision,main-road,urban,twilight,clear-sky,high
clgr0xb6r8vx7086s2gflblhy,near-collision,main-road,urban,night,clear-sky,high
clgr0xb6u0q6j078o0jpw87r7,near-collision,main-road,urban,twilight,clear-sky,high
clgr0y7703ce007914qcvhv6w,near-collision,alley,suburbs,night,clear-sky,high
clgr0y7713cgk07914098d2tn,near-collision,main-road,urban,night,clear-sky,high
clgr0y7714mfi078pfpg64px8,collision,highway,urban,twilight,cloudy,low
clgr0y7716yde078sbhtv6sjb,near-collision,main-road,urban,daylight,cloudy,high
clgr0y7719no2086sda7m960v,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y772276m07aa5hh2bmzy,near-collision,highway,urban,daylight,clear-sky,high
clgr0y7723chk07917bt1dyah,near-collision,main-road,urban,night,clear-sky,low
clgr0y7704mda078p8xuy6a8g,near-collision,main-road,urban,night,clear-sky,high
clgr0y7713cg007919rlief23,near-collision,main-road,urban,night,cloudy,medium
clgr0y771997a07a98l62091y,near-collision,main-road,urban,night,clear-sky,high
clgr0y7729nq2086s97fdgy8g,near-collision,highway,urban,daylight,clear-sky,high
clgr0y7714mfu078p6u2o25gy,collision,main-road,suburbs,daylight,clear-sky,low
clgr0y7724mgy078p1gd3hygh,near-collision,main-road,urban,night,clear-sky,medium
clgr0wamt8l0a076z2f896tez,near-collision,main-road,urban,night,clear-sky,low
clgr0wamu0goi078vg35qhiqb,near-collision,main-road,rural,daylight,clear-sky,low
clgr0wamu0gpq078v1bl9933c,near-collision,main-road,urban,daylight,cloudy,medium
clgr0wamu0swr078aejhd9ux1,collision,highway,rural,night,rain,low
clgr0wamu2cec07917lk262ks,collision,main-road,urban,night,clear-sky,high
clgr0wamu3ebl076ldxy49yv1,near-collision,main-road,rural,daylight,clear-sky,high
clgr0wamu4dcy07963theftix,near-collision,highway,unknown,daylight,clear-sky,high
clgr0wamu8aim0786eoahcgp4,near-collision,highway,rural,night,clear-sky,low
clgr0wamv2cf0079160jahnul,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wamv4deu07960tt29pad,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo391gk3078a1sj0brbb,near-collision,main-road,urban,twilight,clear-sky,high
clgr0xo394e9q078p8tx78951,near-collision,main-road,urban,night,clear-sky,low
clgr0xo394ls0075secn39t80,collision,main-road,urban,night,clear-sky,high
clgr0xo395977078h4nayd1sa,near-collision,main-road,urban,night,clear-sky,low
clgr0xo396qji078sa3aj29j3,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo398zea07862hvk7g76,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xo398zfa0786dr4s0d01,near-collision,main-road,urban,daylight,cloudy,high
clgr0xo3a7r8a07ar7a32d7kd,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0xo391gir078ae00vdirb,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo39218e07aa7bosds8q,collision,main-road,urban,night,clear-sky,high
clgr0xo394e9e078phcd25mmy,collision,highway,urban,daylight,clear-sky,high
clgr0xo398uxy07a96lc4exqp,near-collision,highway,unknown,daylight,cloudy,medium
clgr0xo399g9e076za2z74jz8,near-collision,main-road,urban,night,rain,high
clgr0xo3a1tr20775c24dblss,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo3a59av078hawxq05f2,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xo3a8uyq07a92ksed6bc,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xo3a8zg607868hwp89a7,near-collision,main-road,urban,night,clear-sky,high
clgr0xo398zdq07860xu30f9n,near-collision,main-road,urban,daylight,rain,medium
clgr0u916055f078a1m0oa3ud,collision,main-road,suburbs,daylight,clear-sky,high
clgr0u9170587078ah3s8cwwu,near-collision,main-road,suburbs,night,clear-sky,medium
clgr0u91d3itj078h4tlogr3p,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u91j061j078aab5l9ero,near-collision,parking-lot,unknown,daylight,clear-sky,high
clgr0un2y7kse07869uts0hto,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkla5lly078s9cvh74ve,near-collision,main-road,urban,twilight,clear-sky,medium
clgr0vkla88qy076za5lvhqd7,near-collision,main-road,urban,night,clear-sky,low
clgr0vkla88ri076zavxsdpfq,near-collision,highway,urban,daylight,clear-sky,low
clgr0vkla8djp077t7nys8sa3,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0vklb3tei076ob3yf6bqe,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0vklb0n5v078ahj800bk8,collision,highway,unknown,daylight,clear-sky,low
clgr0vklb0n7v078a5ivrh5l8,near-collision,main-road,urban,night,rain,high
clgr0vkla88rq076z9g4t9duh,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0wamx3sjk075sgc0e4y7y,near-collision,highway,suburbs,daylight,clear-sky,low
clgr0wamx4dke079650ff9irl,near-collision,highway,urban,daylight,clear-sky,low
clgr0wamx8j85077tcoy5b9tj,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0wamy0gtm078vcqgo2xkg,near-collision,highway,suburbs,daylight,cloudy,medium
clgr0wamy0j47078o0vzx69b7,near-collision,highway,urban,daylight,clear-sky,medium
clgr0wamy0qon079020s39bx4,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wamy2cmo0791221shdy2,collision,main-road,urban,night,clear-sky,low
clgr0wamy3ekt076l8i1g1jmv,near-collision,main-road,urban,daylight,clear-sky,low
clgr0umyq7fo20786d6ke01i9,near-collision,alley,urban,daylight,clear-sky,low
clgr0umyq7q1m076z12hi9wz3,near-collision,highway,suburbs,daylight,clear-sky,medium
clgr0umyr04be078vce503l5w,near-collision,main-road,urban,daylight,clear-sky,low
clgr0umys2rqe078ph1aj4rsh,near-collision,main-road,rural,daylight,cloudy,high
clgr0umyr7q3y076z5lt62g7s,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0wanb8boq07865y9of4yr,collision,main-road,suburbs,daylight,clear-sky,high
clgr0wanb8e3k086s6npecbdj,near-collision,main-road,unknown,night,clear-sky,medium
clgr0wanc0rnf0790d42y5u3h,near-collision,highway,unknown,daylight,clear-sky,low
clgr0wanc0u3j078ae4kwao2r,collision,highway,urban,daylight,clear-sky,high
clgr0wanc0u3n078a57py4et0,near-collision,main-road,urban,daylight,cloudy,high
clgr0wanc1axi0775aiqc4e8k,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wanc8e5s086s22z6e7qn,near-collision,highway,urban,daylight,cloudy,high
clgr0wanc8k4p077t2v9pa6yf,collision,main-road,suburbs,daylight,clear-sky,medium
clgr0wanc8lzu076z6fn4eu6g,near-collision,main-road,urban,daylight,cloudy,low
clgr0wanc3teo075scergfg36,near-collision,highway,urban,daylight,clear-sky,high
clgr0v08a7r62086s2xyubtzq,collision,main-road,urban,night,clear-sky,high
clgr0v08b3duc075sd2ks7ggq,collision,main-road,rural,daylight,clear-sky,medium
clgr0v08c3n4e076o61309d8a,collision,highway,unknown,daylight,clear-sky,high
clgr0v08c85ry076zcw4mfoy9,near-collision,main-road,urban,twilight,clear-sky,high
clgr0v08a85lq076z0mg64yfx,collision,highway,unknown,daylight,clear-sky,medium
clgr0yrhf8c3u07ar472abm7e,near-collision,main-road,urban,night,clear-sky,high
clgr0yrhg2d0q07aa8z570pj3,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yrhg4tpa078phfih2avv,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yrhg5ucz078haczm424b,near-collision,main-road,urban,night,clear-sky,medium
clgr0yrhg74sq078s7ezvewwt,near-collision,main-road,urban,night,clear-sky,low
clgr0yrhf4tmm078palih3sod,near-collision,main-road,urban,night,clear-sky,medium
clgr0yrhg8c7i07ar028fgic9,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y73b7weu07ar9qe87f66,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y73b7wfi07ar4g0z0erd,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y73b95zq07a9b5cp68ij,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y73c0wuj078o2bvy7uq6,near-collision,main-road,urban,night,clear-sky,low
clgr0y73c4jcq078p1nnaft5x,near-collision,main-road,urban,night,rain,high
clgr0y73c962207a90swu7t10,near-collision,main-road,urban,night,clear-sky,medium
clgr0y73c978207861w1qck2o,near-collision,main-road,urban,daylight,rain,high
clgr0y73c97860786305l5xyh,near-collision,main-road,urban,daylight,clear-sky,low
clgr0y73d0wxb078ofr9o9ypg,near-collision,highway,unknown,night,clear-sky,low
clgr0y73d38ro07918st3gjhb,near-collision,main-road,urban,daylight,cloudy,high
clgr0y73d4cx5076leum0droe,near-collision,main-road,urban,night,clear-sky,medium
clgr0y73d97a6078692swb9sp,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0y73d9991077tg4ecamld,collision,main-road,urban,daylight,cloudy,high
clgr0y73c0wvf078oa2ubaij9,near-collision,highway,urban,night,clear-sky,low
clgr0y73c1jj7078a3rbuha9f,collision,highway,urban,daylight,clear-sky,medium
clgr0y73c4cut076ld09e8juo,near-collision,main-road,urban,night,clear-sky,high
clgr0y73d0tya078vfafmflqu,collision,main-road,urban,night,clear-sky,medium
clgr0y73d9981077tbqp8ek63,near-collision,main-road,urban,night,rain,low
clgr0y73d999h077tcf3t64cn,near-collision,main-road,urban,night,clear-sky,medium
clgr0y73e0wyf078o4s4reaf0,near-collision,highway,urban,twilight,clear-sky,high
clgr0y73e18p707909fxb85rk,near-collision,main-road,urban,daylight,clear-sky,high
clgr0y73e18pj07906jog6j2g,collision,alley,urban,daylight,clear-sky,high
clgr0y73e18qr07905ovngie8,near-collision,highway,unknown,night,rain,high
clgr0y73d1jlb078aaizy8v0t,collision,main-road,urban,daylight,clear-sky,high
clgr0y73d1jn7078a0uz3eju8,near-collision,main-road,urban,night,clear-sky,high
clgr0y73d5gtj078hbzy94a6p,near-collision,main-road,urban,night,cloudy,high
clgr0v0007kzq086s9utf4ihd,collision,main-road,urban,daylight,clear-sky,high
clgr0v0010jj707903r1c2t5h,collision,main-road,suburbs,daylight,clear-sky,low
clgr0v0010zoy07751l43auxu,near-collision,highway,urban,daylight,cloudy,high
clgr0v0010zqq0775dgkq1cjz,near-collision,main-road,urban,night,clear-sky,high
clgr0v00285v1077t2sjpg70o,near-collision,main-road,urban,daylight,cloudy,high
clgr0v0022vr5076lfwds0cag,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0v00237sg075sgyul5s1u,near-collision,main-road,urban,daylight,cloudy,low
clgr0u8me5w2q07arcks60fgn,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8me7tjl077t8qvn8efl,near-collision,main-road,urban,daylight,cloudy,high
clgr0u8me7tjt077t5g8ufw6p,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8mf2od0075s8dv0d1n0,near-collision,highway,urban,night,cloudy,high
clgr0u8mf77na078678vtgwtu,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8mf77nq07866ipw7gf3,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8mf7gna076z7auc6m9n,near-collision,main-road,urban,twilight,clear-sky,low
clgr0u8mg02oq078va4gw1c5m,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8mg0t4u07aaas55fp0j,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0u8mg5w5e07ar7pni0ply,near-collision,main-road,suburbs,night,clear-sky,high
clgr0u8me77lm0786cvnqa2v1,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmd3hqs07915h8qdzs2,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhmd3hs007915935e0wq,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmd5ozb078h9ofigzy7,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhmd862q07arg1gi354w,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhmd9r5q076zapgr86dr,near-collision,main-road,urban,night,clear-sky,high
clgr0yhme3hsw0791emud8zkx,near-collision,highway,urban,night,clear-sky,medium
clgr0yhme3huc0791fafcgned,near-collision,main-road,urban,daylight,cloudy,medium
clgr0yhme4kud076lasmqh278,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhme4y7g075sdypb5ihy,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhme4y7s075s967h5xt0,near-collision,main-road,urban,night,clear-sky,high
clgr0yhme5iky07964jf6feyf,near-collision,main-road,urban,night,clear-sky,high
clgr0yhme5ilq0796gf2l6toy,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhme5ilu07965ibd6m7l,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhme5im2079670szdfr9,near-collision,alley,suburbs,daylight,rain,high
clgr0yhme5p0r078hal1r2eoj,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhme5p2j078h0vbog9gr,near-collision,parking-lot,unknown,daylight,clear-sky,high
clgr0yhme9r82076z89tr7kme,near-collision,main-road,urban,night,cloudy,low
clgr0yhme9s99086s1yfc3dud,near-collision,highway,unknown,daylight,clear-sky,medium
clgr0yhme9sax086sdxdr9owe,collision,highway,urban,night,cloudy,high
clgr0yhmf3huo0791hgz1b4ni,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmf3hv407913t389ngg,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmf4kvx076lfmbdalys,near-collision,main-road,urban,night,rain,medium
clgr0yhmf5iou0796493l7i8a,collision,main-road,urban,daylight,rain,high
clgr0yhmf5p33078h6uw69sdi,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmf5p37078hazfz51rg,collision,main-road,urban,daylight,clear-sky,high
clgr0yhmf5p47078h8qik6whm,near-collision,highway,urban,night,clear-sky,high
clgr0yhmf5ini07962api7e4v,near-collision,main-road,urban,night,clear-sky,low
clgr0yhmf5p4b078h08gj8yf9,near-collision,main-road,urban,daylight,rain,high
clgr0yhmf5p4z078hhke2dz9q,near-collision,main-road,suburbs,twilight,clear-sky,high
clgr0yhmf867m07arfu5f3jyv,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmf9ra6076z8c5ngvm5,near-collision,main-road,suburbs,night,clear-sky,low
clgr0yhmf9scl086sa16n87ip,near-collision,highway,urban,daylight,cloudy,high
clgr0yhmf9sct086sba1y0k86,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmf9sdp086sb4pk7jqe,near-collision,main-road,urban,night,clear-sky,low
clgr0v03i2xq1076lbpsp10wv,near-collision,parking-lot,unknown,night,clear-sky,low
clgr0v03j1u2o0791acesbh25,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0v03k1u50079178m8g91a,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0u8qv5y3a07ar0iyx311e,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8qu3c2q0796bfcpdbpb,collision,highway,unknown,daylight,clear-sky,medium
clgr0u8qv7j0e076zdjvh776s,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8qw2ghv076l6waoh3ka,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzm87ciy07are8pmhwne,near-collision,parking-lot,rural,daylight,clear-sky,high
clgr0wzm87cka07arawa4hwx9,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzm88sxd077tc7ivdbii,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzm944i8075s57qxc0z6,near-collision,highway,suburbs,daylight,cloudy,high
clgr0wzm944ic075s2uindse3,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0wzm94okq0796b6pbayiu,near-collision,main-road,rural,daylight,clear-sky,low
clgr0wzm97cla07ar4v04dzui,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0wzma4esm076o913odvzz,near-collision,main-road,suburbs,twilight,clear-sky,medium
clgr0wzma4ooq07962hdq04ze,near-collision,highway,suburbs,twilight,rain,high
clgr0u8ug7eoi07864ybbhopz,collision,main-road,urban,daylight,clear-sky,low
clgr0u8uj2qbi078papg7g0uy,near-collision,main-road,urban,night,clear-sky,low
clgr0wr258qnh086sgdis8wsb,near-collision,main-road,urban,daylight,cloudy,high
clgr0wr278qt9086seclwb29i,collision,parking-lot,urban,daylight,clear-sky,high
clgr0yhow4sfe078p5o618rq0,near-collision,main-road,urban,daylight,cloudy,medium
clgr0yhow4sfq078p1qd61i7c,near-collision,main-road,suburbs,night,clear-sky,low
clgr0yhox4shu078p03fa8pci,near-collision,highway,urban,daylight,clear-sky,high
clgr0yhox5swb078hhmqsaa67,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhoy11dz078o0j7l8u78,near-collision,main-road,urban,night,clear-sky,high
clgr0yhou4s9y078p1ker9i30,near-collision,main-road,urban,night,cloudy,high
clgr0yhov4nk1076l0stz2dsa,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhov4sdm078p00bk0u93,collision,main-road,urban,daylight,clear-sky,high
clgr0yhow4nkt076lh6dv4oko,near-collision,main-road,unknown,daylight,clear-sky,high
clgr0yhow4sg2078phr1z51ql,near-collision,main-road,urban,night,clear-sky,low
clgr0yhow5suz078h7z1b83f7,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhox5swz078h8a3y4m8i,near-collision,main-road,urban,daylight,cloudy,medium
clgr0yhoy4nqt076l6s6vhucv,near-collision,main-road,urban,daylight,rain,medium
clgr0yhov4ni1076lgpo8h2yh,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhov4sc2078pbs8y6x1c,near-collision,main-road,suburbs,night,rain,high
clgr0yhoy5szv078hf5yuetuz,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhoz4ns1076lcesu607s,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhoz5l2i079650x58p2b,near-collision,highway,urban,daylight,clear-sky,high
